,金刚石负荷功率,玄武岩负荷功率,单位
2413,394.89,221,kW
2414,394.89,221,kW
2415,394.89,221,kW
2416,394.89,221,kW
2417,394.89,221,kW
2418,389.33,221,kW
2419,389.33,221,kW
2420,389.33,221,kW
2421,389.33,221,kW
2422,389.33,221,kW
2423,389.33,221,kW
2424,389.33,221,kW
2425,389.33,221,kW
2426,389.33,221,kW
2427,389.33,221,kW
2428,389.66,221,kW
2429,389.33,221,kW
2430,389.33,221,kW
2431,389.33,221,kW
2432,394.89,221,kW
2433,394.89,221,kW
2434,394.89,221,kW
2435,394.89,221,kW
2436,394.89,221,kW
2437,394.89,221,kW
2438,394.89,221,kW
2439,394.89,221,kW
2440,394.89,221,kW
2441,394.89,221,kW
2442,389.33,221,kW
2443,389.33,221,kW
2444,389.33,221,kW
2445,389.33,221,kW
2446,389.33,221,kW
2447,389.33,221,kW
2448,388.54,221,kW
2449,386.97,221,kW
2450,385.39,221,kW
2451,383.82,221,kW
2452,382.25,221,kW
2453,380.67,221,kW
2454,379.43,221,kW
2455,377.53,221,kW
2456,381.52,221,kW
2457,379.94,221,kW
2458,378.37,221,kW
2459,376.8,221,kW
2460,375.22,221,kW
2461,373.65,221,kW
2462,372.08,221,kW
2463,370.5,221,kW
2464,368.93,221,kW
2465,367.36,221,kW
2466,360.22,221,kW
2467,358.65,221,kW
2468,357.08,221,kW
2469,355.5,221,kW
2470,353.93,221,kW
2471,352.36,221,kW
2472,350.78,221,kW
2473,349.21,221,kW
2474,347.64,221,kW
2475,346.06,221,kW
2476,344.49,221,kW
2477,342.92,221,kW
2478,341.34,221,kW
2479,339.77,221,kW
2480,343.76,221,kW
2481,342.52,221,kW
2482,340.61,221,kW
2483,339.04,221,kW
2484,337.47,221,kW
2485,335.89,221,kW
2486,334.32,221,kW
2487,332.75,221,kW
2488,331.17,221,kW
2489,329.6,221,kW
2490,322.46,221,kW
2491,320.89,221,kW
2492,319.32,220,kW
2493,317.75,220,kW
2494,316.17,220,kW
2495,314.6,220,kW
2496,313.03,220,kW
2497,311.45,220,kW
2498,309.88,220,kW
2499,308.31,220,kW
2500,306.73,220,kW
2501,305.16,220,kW
2502,303.59,220,kW
2503,302.01,220,kW
2504,306,220,kW
2505,304.43,220,kW
2506,302.86,220,kW
2507,301.28,220,kW
2508,300.04,220,kW
2509,298.14,220,kW
2510,296.56,220,kW
2511,294.99,220,kW
2512,293.42,220,kW
2513,291.84,220,kW
2514,284.71,220,kW
2515,283.13,220,kW
2516,281.56,220,kW
2517,279.99,220,kW
2518,292.97,220,kW
2519,320.5,220,kW
2520,348.03,220,kW
2521,375.56,220,kW
2522,373.38,220,kW
2523,341.49,220,kW
2524,309.61,220,kW
2525,277.72,220,kW
2526,245.83,220,kW
2527,213.94,220,kW
2528,94.55,220,kW
2529,203.56,220,kW
2530,226.64,220,kW
2531,272.81,220,kW
2532,295.89,220,kW
2533,295.89,220,kW
2534,295.89,220,kW
2535,295.89,220,kW
2536,345.39,220,kW
2537,394.89,220,kW
2538,389.33,220,kW
2539,389.33,220,kW
2540,389.33,220,kW
2541,389.33,220,kW
2542,389.33,220,kW
2543,389.33,220,kW
2544,389.33,220,kW
2545,389.33,220,kW
2546,389.33,220,kW
2547,389.33,220,kW
2548,389.33,220,kW
2549,389.66,220,kW
2550,389.33,220,kW
2551,389.33,220,kW
2552,394.89,220,kW
2553,394.89,220,kW
2554,394.89,220,kW
2555,394.89,220,kW
2556,394.89,220,kW
2557,394.89,220,kW
2558,394.89,220,kW
2559,394.89,220,kW
2560,394.89,220,kW
2561,394.89,220,kW
2562,389.33,220,kW
2563,389.33,220,kW
2564,389.33,220,kW
2565,389.33,220,kW
2566,389.33,220,kW
2567,389.33,220,kW
2568,389.33,220,kW
2569,389.33,220,kW
2570,389.33,220,kW
2571,389.33,220,kW
2572,389.33,220,kW
2573,389.33,220,kW
2574,389.33,220,kW
2575,389.66,220,kW
2576,394.89,220,kW
2577,394.89,220,kW
2578,394.89,220,kW
2579,394.89,220,kW
2580,394.89,220,kW
2581,394.89,220,kW
2582,394.89,220,kW
2583,394.89,220,kW
2584,394.89,220,kW
2585,394.89,220,kW
2586,389.33,220,kW
2587,389.33,220,kW
2588,389.33,220,kW
2589,389.33,220,kW
2590,389.33,220,kW
2591,389.33,220,kW
2592,389.33,220,kW
2593,389.33,220,kW
2594,389.33,220,kW
2595,389.33,220,kW
2596,389.33,220,kW
2597,389.33,220,kW
2598,389.33,220,kW
2599,389.33,220,kW
2600,394.89,220,kW
2601,394.89,220,kW
2602,395.22,220,kW
2603,394.89,220,kW
2604,394.89,220,kW
2605,394.89,220,kW
2606,394.89,219,kW
2607,394.89,219,kW
2608,394.89,219,kW
2609,394.89,219,kW
2610,389.33,219,kW
2611,389.33,219,kW
2612,389.33,219,kW
2613,389.33,219,kW
2614,389.33,219,kW
2615,389.33,219,kW
2616,389.33,219,kW
2617,389.33,219,kW
2618,389.33,219,kW
2619,389.33,219,kW
2620,389.33,219,kW
2621,389.33,219,kW
2622,389.33,219,kW
2623,389.33,219,kW
2624,394.89,219,kW
2625,394.89,219,kW
2626,394.89,219,kW
2627,394.89,219,kW
2628,394.89,219,kW
2629,395.22,219,kW
2630,394.89,219,kW
2631,394.89,219,kW
2632,394.89,219,kW
2633,394.89,219,kW
2634,389.33,219,kW
2635,389.33,219,kW
2636,389.33,219,kW
2637,389.33,219,kW
2638,389.33,219,kW
2639,389.33,219,kW
2640,389.33,219,kW
2641,389.33,219,kW
2642,389.33,219,kW
2643,389.33,219,kW
2644,389.33,219,kW
2645,389.33,219,kW
2646,389.33,219,kW
2647,389.33,219,kW
2648,394.89,219,kW
2649,394.1,219,kW
2650,392.53,219,kW
2651,390.96,219,kW
2652,389.38,219,kW
2653,387.81,219,kW
2654,386.24,219,kW
2655,385,219,kW
2656,383.09,219,kW
2657,381.52,219,kW
2658,374.38,219,kW
2659,372.81,219,kW
2660,371.23,219,kW
2661,369.66,219,kW
2662,368.09,219,kW
2663,366.51,219,kW
2664,364.94,219,kW
2665,363.37,219,kW
2666,361.8,219,kW
2667,360.22,219,kW
2668,358.65,219,kW
2669,357.08,219,kW
2670,355.5,219,kW
2671,353.93,219,kW
2672,357.92,215,kW
2673,356.34,215,kW
2674,354.77,215,kW
2675,353.2,215,kW
2676,351.62,215,kW
2677,350.05,215,kW
2678,348.48,215,kW
2679,346.91,215,kW
2680,345.33,215,kW
2681,343.76,215,kW
2682,336.96,215,kW
2683,335.05,215,kW
2684,333.48,215,kW
2685,331.9,215,kW
2686,330.33,215,kW
2687,328.76,215,kW
2688,327.18,215,kW
2689,325.61,215,kW
2690,324.04,215,kW
2691,322.46,215,kW
2692,320.89,215,kW
2693,319.32,215,kW
2694,317.75,215,kW
2695,316.17,215,kW
2696,320.16,215,kW
2697,318.59,215,kW
2698,317.01,215,kW
2699,315.44,215,kW
2700,313.87,215,kW
2701,312.29,215,kW
2702,310.72,215,kW
2703,309.15,215,kW
2704,307.57,215,kW
2705,306,215,kW
2706,298.87,215,kW
2707,297.29,215,kW
2708,295.72,215,kW
2709,294.48,215,kW
2710,292.57,215,kW
2711,291,215,kW
2712,289.43,215,kW
2713,287.85,215,kW
2714,286.28,215,kW
2715,284.71,215,kW
2716,283.13,215,kW
2717,281.56,215,kW
2718,279.99,215,kW
2719,292.97,215,kW
2720,326.06,215,kW
2721,353.59,215,kW
2722,381.12,215,kW
2723,378.94,215,kW
2724,347.06,215,kW
2725,315.17,215,kW
2726,283.28,215,kW
2727,251.39,215,kW
2728,219.5,215,kW
2729,94.55,215,kW
2730,88.99,215,kW
2731,88.99,215,kW
2732,88.99,215,kW
2733,88.99,215,kW
2734,88.99,215,kW
2735,88.99,215,kW
2736,88.99,215,kW
2737,88.99,215,kW
2738,88.99,215,kW
2739,88.99,215,kW
2740,88.99,215,kW
2741,88.99,215,kW
2742,88.99,215,kW
2743,88.99,215,kW
2744,94.55,215,kW
2745,94.55,215,kW
2746,94.55,215,kW
2747,94.55,215,kW
2748,94.55,215,kW
2749,94.55,215,kW
2750,94.55,215,kW
2751,94.55,215,kW
2752,94.55,215,kW
2753,94.55,215,kW
2754,88.99,215,kW
2755,88.99,215,kW
2756,88.99,215,kW
2757,88.99,215,kW
2758,88.99,215,kW
2759,88.99,215,kW
2760,88.99,215,kW
2761,88.99,215,kW
2762,88.99,215,kW
2763,88.99,215,kW
2764,88.99,215,kW
2765,88.99,215,kW
2766,88.99,215,kW
2767,88.99,215,kW
2768,94.55,215,kW
2769,94.55,215,kW
2770,94.55,215,kW
2771,94.55,215,kW
2772,94.55,215,kW
2773,94.55,215,kW
2774,94.55,215,kW
2775,94.55,215,kW
2776,94.55,215,kW
2777,94.55,215,kW
2778,88.99,215,kW
2779,88.99,215,kW
2780,88.99,215,kW
2781,88.99,215,kW
2782,88.99,215,kW
2783,88.99,215,kW
2784,88.99,215,kW
2785,88.99,215,kW
2786,88.99,215,kW
2787,88.99,215,kW
2788,88.99,215,kW
2789,88.99,215,kW
2790,88.99,215,kW
2791,88.99,215,kW
2792,94.55,215,kW
2793,94.55,215,kW
2794,94.55,215,kW
2795,94.55,215,kW
2796,94.55,215,kW
2797,94.55,215,kW
2798,94.55,215,kW
2799,94.55,215,kW
2800,94.55,215,kW
2801,94.55,215,kW
2802,88.99,215,kW
2803,88.99,215,kW
2804,88.99,215,kW
2805,88.99,215,kW
2806,88.99,215,kW
2807,88.99,215,kW
2808,88.99,215,kW
2809,88.99,215,kW
2810,88.99,215,kW
2811,88.99,215,kW
2812,88.99,215,kW
2813,88.99,215,kW
2814,88.99,215,kW
2815,88.99,215,kW
2816,94.55,215,kW
2817,94.55,215,kW
2818,94.55,215,kW
2819,94.55,215,kW
2820,94.55,215,kW
2821,94.55,215,kW
2822,94.55,215,kW
2823,94.55,215,kW
2824,94.55,215,kW
2825,94.55,215,kW
2826,88.99,215,kW
2827,88.99,215,kW
2828,88.99,215,kW
2829,88.99,215,kW
2830,88.99,215,kW
2831,88.99,215,kW
2832,88.99,215,kW
2833,88.99,215,kW
2834,88.99,215,kW
2835,88.99,215,kW
2836,88.99,215,kW
2837,88.99,215,kW
2838,88.99,215,kW
2839,88.99,215,kW
2840,94.55,215,kW
2841,94.55,215,kW
2842,94.55,215,kW
2843,94.55,215,kW
2844,94.55,215,kW
2845,94.55,215,kW
2846,94.55,215,kW
2847,94.55,215,kW
2848,94.55,215,kW
2849,94.55,215,kW
2850,88.99,215,kW
2851,88.99,215,kW
2852,88.99,215,kW
2853,88.99,215,kW
2854,88.99,215,kW
2855,88.99,215,kW
2856,88.99,215,kW
2857,88.99,215,kW
2858,88.99,215,kW
2859,88.99,215,kW
2860,88.99,215,kW
2861,88.99,215,kW
2862,88.99,215,kW
2863,88.99,215,kW
2864,94.55,215,kW
2865,94.55,215,kW
2866,94.55,215,kW
2867,94.55,215,kW
2868,94.55,215,kW
2869,94.55,215,kW
2870,94.55,215,kW
2871,94.55,215,kW
2872,94.55,215,kW
2873,94.55,215,kW
2874,88.99,215,kW
2875,88.99,215,kW
2876,88.99,215,kW
2877,88.99,215,kW
2878,88.99,215,kW
2879,88.99,215,kW
2880,88.99,215,kW
2881,88.99,215,kW
2882,88.99,215,kW
2883,88.99,215,kW
2884,88.99,215,kW
2885,88.99,215,kW
2886,88.99,215,kW
2887,88.99,215,kW
2888,94.55,215,kW
2889,94.55,215,kW
2890,94.55,215,kW
2891,94.55,215,kW
2892,94.55,215,kW
2893,94.55,215,kW
2894,94.55,215,kW
2895,94.55,215,kW
2896,94.55,215,kW
2897,94.55,215,kW
2898,88.99,215,kW
2899,88.99,215,kW
2900,88.99,215,kW
2901,88.99,215,kW
2902,88.99,215,kW
2903,88.99,215,kW
2904,88.99,215,kW
2905,88.99,215,kW
2906,88.99,215,kW
2907,88.99,215,kW
2908,88.99,215,kW
2909,88.99,215,kW
2910,88.99,215,kW
2911,88.99,215,kW
2912,88.99,215,kW
2913,88.99,215,kW
2914,88.99,215,kW
2915,88.99,215,kW
2916,88.99,215,kW
2917,88.99,215,kW
2918,88.99,215,kW
2919,88.99,215,kW
2920,88.99,215,kW
2921,88.99,215,kW
2922,88.99,215,kW
2923,88.99,215,kW
2924,88.99,215,kW
2925,88.99,215,kW
2926,88.99,215,kW
2927,88.99,215,kW
2928,88.99,215,kW
2929,88.99,215,kW
2930,88.99,215,kW
2931,88.99,215,kW
2932,88.99,215,kW
2933,88.99,215,kW
2934,88.99,215,kW
2935,88.99,215,kW
2936,88.99,215,kW
2937,88.99,215,kW
2938,88.99,215,kW
2939,88.99,215,kW
2940,88.99,215,kW
2941,88.99,215,kW
2942,88.99,215,kW
2943,88.99,215,kW
2944,88.99,215,kW
2945,88.99,215,kW
2946,88.99,215,kW
2947,88.99,215,kW
2948,88.99,215,kW
2949,88.99,215,kW
2950,88.99,215,kW
2951,88.99,215,kW
2952,88.99,215,kW
2953,88.99,215,kW
2954,88.99,215,kW
2955,88.99,215,kW
2956,88.99,215,kW
2957,88.99,215,kW
2958,88.99,215,kW
2959,88.99,215,kW
2960,88.99,215,kW
2961,88.99,215,kW
2962,88.99,215,kW
2963,88.99,215,kW
2964,88.99,215,kW
2965,88.99,215,kW
2966,88.99,215,kW
2967,88.99,215,kW
2968,88.99,215,kW
2969,88.99,215,kW
2970,88.99,215,kW
2971,88.99,215,kW
2972,88.99,215,kW
2973,88.99,215,kW
2974,88.99,215,kW
2975,88.99,215,kW
2976,88.99,215,kW
2977,88.99,215,kW
2978,88.99,215,kW
2979,88.99,215,kW
2980,88.99,215,kW
2981,88.99,215,kW
2982,88.99,215,kW
2983,88.99,215,kW
2984,88.99,215,kW
2985,88.99,215,kW
2986,88.99,215,kW
2987,88.99,215,kW
2988,88.99,215,kW
2989,88.99,215,kW
2990,88.99,215,kW
2991,88.99,215,kW
2992,88.99,215,kW
2993,88.99,215,kW
2994,88.99,215,kW
2995,88.99,215,kW
2996,88.99,215,kW
2997,88.99,215,kW
2998,88.99,215,kW
2999,88.99,215,kW
3000,88.99,215,kW
3001,88.99,215,kW
3002,88.99,215,kW
3003,88.99,215,kW
3004,88.99,215,kW
3005,88.99,215,kW
3006,88.99,215,kW
3007,88.99,215,kW
3008,88.99,215,kW
3009,88.99,215,kW
3010,88.99,215,kW
3011,88.99,215,kW
3012,88.99,215,kW
3013,88.99,215,kW
3014,88.99,215,kW
3015,88.99,215,kW
3016,88.99,215,kW
3017,88.99,215,kW
3018,88.99,215,kW
3019,88.99,215,kW
3020,88.99,215,kW
3021,88.99,215,kW
3022,88.99,215,kW
3023,88.99,215,kW
3024,198,215,kW
3025,221.08,215,kW
3026,267.24,215,kW
3027,290.33,215,kW
3028,290.33,215,kW
3029,290.33,215,kW
3030,290.33,215,kW
3031,339.83,215,kW
3032,394.89,215,kW
3033,394.89,215,kW
3034,394.89,215,kW
3035,394.89,215,kW
3036,394.89,215,kW
3037,394.89,215,kW
3038,394.89,215,kW
3039,394.89,215,kW
3040,394.89,215,kW
3041,394.89,215,kW
3042,389.33,215,kW
3043,389.33,215,kW
3044,389.66,215,kW
3045,389.33,215,kW
3046,389.33,215,kW
3047,389.33,215,kW
3048,389.33,215,kW
3049,389.33,215,kW
3050,389.33,215,kW
3051,389.33,215,kW
3052,389.33,215,kW
3053,389.33,215,kW
3054,389.33,215,kW
3055,389.33,215,kW
3056,394.89,215,kW
3057,394.89,215,kW
3058,394.89,215,kW
3059,394.89,215,kW
3060,394.89,215,kW
3061,394.89,215,kW
3062,394.89,215,kW
3063,394.89,215,kW
3064,394.89,215,kW
3065,394.89,215,kW
3066,389.33,215,kW
3067,389.33,215,kW
3068,389.33,215,kW
3069,389.33,215,kW
3070,389.66,215,kW
3071,389.33,215,kW
3072,389.33,215,kW
3073,389.33,215,kW
3074,389.33,215,kW
3075,389.33,215,kW
3076,389.33,215,kW
3077,389.33,215,kW
3078,389.33,215,kW
3079,389.33,215,kW
3080,394.89,215,kW
3081,394.89,215,kW
3082,394.89,215,kW
3083,394.89,215,kW
3084,394.89,215,kW
3085,394.89,215,kW
3086,394.89,215,kW
3087,394.89,215,kW
3088,394.89,215,kW
3089,394.89,215,kW
3090,389.33,215,kW
3091,389.33,215,kW
3092,389.33,215,kW
3093,389.33,215,kW
3094,389.33,215,kW
3095,389.33,215,kW
3096,389.33,215,kW
3097,389.66,215,kW
3098,389.33,215,kW
3099,389.33,215,kW
3100,389.33,215,kW
3101,389.33,215,kW
3102,389.33,215,kW
3103,389.33,215,kW
3104,394.89,215,kW
3105,394.89,215,kW
3106,394.89,215,kW
3107,394.89,215,kW
3108,394.89,215,kW
3109,394.89,215,kW
3110,394.89,215,kW
3111,394.89,215,kW
3112,394.89,215,kW
3113,394.89,215,kW
3114,389.33,215,kW
3115,389.33,215,kW
3116,389.33,215,kW
3117,389.33,215,kW
3118,389.33,215,kW
3119,389.33,210,kW
3120,389.33,210,kW
3121,389.33,210,kW
3122,389.33,210,kW
3123,389.33,210,kW
3124,389.66,210,kW
3125,389.33,210,kW
3126,389.33,210,kW
3127,389.33,210,kW
3128,394.89,210,kW
3129,394.89,210,kW
3130,394.89,210,kW
3131,394.89,210,kW
3132,394.89,210,kW
3133,394.89,210,kW
3134,394.89,210,kW
3135,394.89,210,kW
3136,394.89,210,kW
3137,394.89,210,kW
3138,389.33,210,kW
3139,389.33,210,kW
3140,389.33,210,kW
3141,389.33,210,kW
3142,389.33,210,kW
3143,389.33,210,kW
3144,388.54,210,kW
3145,386.97,210,kW
3146,385.39,210,kW
3147,383.82,210,kW
3148,382.25,210,kW
3149,380.67,210,kW
3150,379.43,210,kW
3151,377.53,210,kW
3152,381.52,210,kW
3153,379.94,210,kW
3154,378.37,210,kW
3155,376.8,210,kW
3156,375.22,210,kW
3157,373.65,210,kW
3158,372.08,210,kW
3159,370.5,210,kW
3160,368.93,210,kW
3161,367.36,210,kW
3162,360.22,210,kW
3163,358.65,210,kW
3164,357.08,210,kW
3165,355.5,210,kW
3166,353.93,210,kW
3167,352.36,210,kW
3168,350.78,210,kW
3169,349.21,210,kW
3170,347.64,210,kW
3171,346.06,210,kW
3172,344.49,210,kW
3173,342.92,210,kW
3174,341.34,210,kW
3175,339.77,210,kW
3176,343.76,210,kW
3177,342.52,210,kW
3178,340.61,210,kW
3179,339.04,210,kW
3180,337.47,210,kW
3181,335.89,210,kW
3182,334.32,210,kW
3183,332.75,210,kW
3184,331.17,210,kW
3185,329.6,210,kW
3186,322.46,210,kW
3187,320.89,210,kW
3188,319.32,210,kW
3189,317.75,210,kW
3190,316.17,210,kW
3191,314.6,210,kW
3192,313.03,210,kW
3193,311.45,210,kW
3194,309.88,210,kW
3195,308.31,210,kW
3196,306.73,210,kW
3197,305.16,210,kW
3198,303.59,210,kW
3199,302.01,210,kW
3200,306,210,kW
3201,304.43,210,kW
3202,302.86,210,kW
3203,301.28,210,kW
3204,300.04,210,kW
3205,298.14,210,kW
3206,296.56,210,kW
3207,294.99,210,kW
3208,293.42,210,kW
3209,291.84,210,kW
3210,284.71,210,kW
3211,283.13,210,kW
3212,281.56,210,kW
3213,279.99,210,kW
3214,292.97,210,kW
3215,320.5,210,kW
3216,348.03,210,kW
3217,375.56,210,kW
3218,373.38,210,kW
3219,341.49,210,kW
3220,309.61,210,kW
3221,277.72,210,kW
3222,245.83,210,kW
3223,213.94,210,kW
3224,94.55,210,kW
3225,203.56,210,kW
3226,226.64,210,kW
3227,272.81,210,kW
3228,295.89,210,kW
3229,295.89,210,kW
3230,295.89,210,kW
3231,295.89,210,kW
3232,345.39,210,kW
3233,394.89,210,kW
3234,389.33,210,kW
3235,389.33,210,kW
3236,389.33,210,kW
3237,389.33,210,kW
3238,389.33,210,kW
3239,389.33,210,kW
3240,389.33,210,kW
3241,389.33,210,kW
3242,389.33,210,kW
3243,389.33,210,kW
3244,389.33,210,kW
3245,389.66,210,kW
3246,389.33,210,kW
3247,389.33,210,kW
3248,394.89,210,kW
3249,394.89,210,kW
3250,394.89,210,kW
3251,394.89,210,kW
3252,394.89,210,kW
3253,394.89,210,kW
3254,394.89,210,kW
3255,394.89,210,kW
3256,394.89,210,kW
3257,394.89,210,kW
3258,389.33,210,kW
3259,389.33,210,kW
3260,389.33,210,kW
3261,389.33,210,kW
3262,389.33,210,kW
3263,389.33,210,kW
3264,389.33,210,kW
3265,389.33,210,kW
3266,389.33,210,kW
3267,389.33,210,kW
3268,389.33,210,kW
3269,389.33,210,kW
3270,389.33,210,kW
3271,389.66,210,kW
3272,394.89,210,kW
3273,394.89,210,kW
3274,394.89,210,kW
3275,394.89,210,kW
3276,394.89,210,kW
3277,394.89,210,kW
3278,394.89,210,kW
3279,394.89,210,kW
3280,394.89,210,kW
3281,394.89,210,kW
3282,389.33,210,kW
3283,389.33,210,kW
3284,389.33,210,kW
3285,389.33,210,kW
3286,389.33,210,kW
3287,389.33,210,kW
3288,389.33,210,kW
3289,389.33,210,kW
3290,389.33,210,kW
3291,389.33,210,kW
3292,389.33,210,kW
3293,389.33,210,kW
3294,389.33,210,kW
3295,389.33,210,kW
3296,394.89,210,kW
3297,394.89,210,kW
3298,395.22,210,kW
3299,394.89,210,kW
3300,394.89,210,kW
3301,394.89,210,kW
3302,394.89,210,kW
3303,394.89,210,kW
3304,394.89,210,kW
3305,394.89,210,kW
3306,389.33,210,kW
3307,389.33,210,kW
3308,389.33,210,kW
3309,389.33,210,kW
3310,389.33,210,kW
3311,389.33,210,kW
3312,389.33,210,kW
3313,389.33,210,kW
3314,389.33,210,kW
3315,389.33,210,kW
3316,389.33,210,kW
3317,389.33,210,kW
3318,389.33,210,kW
3319,389.33,210,kW
3320,394.89,210,kW
3321,394.89,210,kW
3322,394.89,210,kW
3323,394.89,210,kW
3324,394.89,210,kW
3325,395.22,210,kW
3326,394.89,210,kW
3327,394.89,210,kW
3328,394.89,210,kW
3329,394.89,210,kW
3330,389.33,210,kW
3331,389.33,210,kW
3332,389.33,210,kW
3333,389.33,210,kW
3334,389.33,210,kW
3335,389.33,210,kW
3336,389.33,210,kW
3337,389.33,210,kW
3338,389.33,210,kW
3339,389.33,210,kW
3340,389.33,210,kW
3341,389.33,210,kW
3342,389.33,210,kW
3343,389.33,210,kW
3344,394.89,210,kW
3345,394.1,210,kW
3346,392.53,210,kW
3347,390.96,210,kW
3348,389.38,210,kW
3349,387.81,210,kW
3350,386.24,210,kW
3351,385,210,kW
3352,383.09,210,kW
3353,381.52,210,kW
3354,374.38,210,kW
3355,372.81,210,kW
3356,371.23,210,kW
3357,369.66,210,kW
3358,368.09,210,kW
3359,366.51,210,kW
3360,364.94,210,kW
3361,363.37,210,kW
3362,361.8,210,kW
3363,360.22,210,kW
3364,358.65,210,kW
3365,357.08,210,kW
3366,355.5,210,kW
3367,353.93,210,kW
3368,357.92,210,kW
3369,356.34,210,kW
3370,354.77,210,kW
3371,353.2,210,kW
3372,351.62,210,kW
3373,350.05,210,kW
3374,348.48,210,kW
3375,346.91,210,kW
3376,345.33,210,kW
3377,343.76,210,kW
3378,336.96,210,kW
3379,335.05,210,kW
3380,333.48,210,kW
3381,331.9,210,kW
3382,330.33,210,kW
3383,328.76,210,kW
3384,327.18,210,kW
3385,325.61,210,kW
3386,324.04,210,kW
3387,322.46,210,kW
3388,320.89,210,kW
3389,319.32,210,kW
3390,317.75,210,kW
3391,316.17,210,kW
3392,320.16,210,kW
3393,318.59,210,kW
3394,317.01,210,kW
3395,315.44,210,kW
3396,313.87,210,kW
3397,312.29,210,kW
3398,310.72,210,kW
3399,309.15,210,kW
3400,307.57,210,kW
3401,306,210,kW
3402,298.87,210,kW
3403,297.29,210,kW
3404,295.72,210,kW
3405,294.48,210,kW
3406,292.57,210,kW
3407,291,210,kW
3408,289.43,210,kW
3409,287.85,210,kW
3410,286.28,210,kW
3411,284.71,210,kW
3412,283.13,210,kW
3413,281.56,210,kW
3414,279.99,210,kW
3415,292.97,210,kW
3416,326.06,210,kW
3417,353.59,210,kW
3418,381.12,210,kW
3419,378.94,210,kW
3420,347.06,210,kW
3421,315.17,210,kW
3422,283.28,210,kW
3423,251.39,210,kW
3424,219.5,210,kW
3425,94.55,210,kW
3426,198,210,kW
3427,221.08,210,kW
3428,267.24,210,kW
3429,290.33,210,kW
3430,290.33,210,kW
3431,290.33,210,kW
3432,290.33,210,kW
3433,339.83,210,kW
3434,389.33,210,kW
3435,389.33,210,kW
3436,389.33,210,kW
3437,389.33,210,kW
3438,389.33,210,kW
3439,389.33,210,kW
3440,394.89,210,kW
3441,394.89,210,kW
3442,394.89,210,kW
3443,394.89,210,kW
3444,394.89,210,kW
3445,394.89,210,kW
3446,395.22,210,kW
3447,394.89,210,kW
3448,394.89,210,kW
3449,394.89,210,kW
3450,389.33,210,kW
3451,389.33,210,kW
3452,389.33,213,kW
3453,389.33,213,kW
3454,389.33,213,kW
3455,389.33,213,kW
3456,389.33,213,kW
3457,389.33,213,kW
3458,389.33,213,kW
3459,389.33,213,kW
3460,389.33,213,kW
3461,389.33,213,kW
3462,389.33,213,kW
3463,389.33,213,kW
3464,394.89,213,kW
3465,394.89,213,kW
3466,394.89,213,kW
3467,394.89,213,kW
3468,394.89,213,kW
3469,394.89,213,kW
3470,394.89,213,kW
3471,394.89,213,kW
3472,395.22,213,kW
3473,394.89,213,kW
3474,389.33,213,kW
3475,389.33,213,kW
3476,389.33,213,kW
3477,389.33,213,kW
3478,389.33,213,kW
3479,389.33,213,kW
3480,389.33,213,kW
3481,389.33,213,kW
3482,389.33,213,kW
3483,389.33,213,kW
3484,389.33,213,kW
3485,389.33,213,kW
3486,389.33,213,kW
3487,389.33,213,kW
3488,394.89,213,kW
3489,394.89,213,kW
3490,394.89,213,kW
3491,394.89,213,kW
3492,394.89,213,kW
3493,394.89,213,kW
3494,394.89,213,kW
3495,394.89,213,kW
3496,394.89,213,kW
3497,394.89,213,kW
3498,389.33,213,kW
3499,389.66,213,kW
3500,389.33,213,kW
3501,389.33,213,kW
3502,389.33,213,kW
3503,389.33,213,kW
3504,389.33,213,kW
3505,389.33,213,kW
3506,389.33,213,kW
3507,389.33,213,kW
3508,389.33,213,kW
3509,389.33,213,kW
3510,389.33,213,kW
3511,389.33,213,kW
3512,394.89,213,kW
3513,394.89,213,kW
3514,394.89,213,kW
3515,394.89,213,kW
3516,394.89,213,kW
3517,394.89,213,kW
3518,394.89,213,kW
3519,394.89,213,kW
3520,394.89,213,kW
3521,394.89,213,kW
3522,389.33,213,kW
3523,389.33,213,kW
3524,389.33,213,kW
3525,389.33,213,kW
3526,389.66,213,kW
3527,389.33,213,kW
3528,389.33,213,kW
3529,389.33,213,kW
3530,389.33,213,kW
3531,389.33,213,kW
3532,389.33,213,kW
3533,389.33,213,kW
3534,389.33,213,kW
3535,389.33,213,kW
3536,394.89,213,kW
3537,394.89,213,kW
3538,394.89,213,kW
3539,394.89,213,kW
3540,394.89,213,kW
3541,394.89,213,kW
3542,394.89,213,kW
3543,394.89,213,kW
3544,394.89,213,kW
3545,394.89,213,kW
3546,388.54,213,kW
3547,386.97,213,kW
3548,385.39,213,kW
3549,383.82,213,kW
3550,382.25,213,kW
3551,380.67,213,kW
3552,379.43,213,kW
3553,377.53,213,kW
3554,375.95,213,kW
3555,374.38,213,kW
3556,372.81,213,kW
3557,371.23,213,kW
3558,369.66,213,kW
3559,368.09,213,kW
3560,372.08,213,kW
3561,370.5,213,kW
3562,368.93,213,kW
3563,367.36,213,kW
3564,365.78,213,kW
3565,364.21,213,kW
3566,362.64,213,kW
3567,361.06,213,kW
3568,359.49,213,kW
3569,357.92,213,kW
3570,350.78,213,kW
3571,349.21,213,kW
3572,347.64,213,kW
3573,346.06,213,kW
3574,344.49,213,kW
3575,342.92,213,kW
3576,341.34,213,kW
3577,339.77,213,kW
3578,338.2,213,kW
